OriginMicrotypeID,DestinationMicrotypeID,DistanceBinID,From,A_1,B_1,C_1,D_1,E_1,F_1,A_2,B_2,C_2,D_2,E_2,F_2,A_3,B_3,C_3,D_3,E_3,F_3,A_4,B_4,C_4,D_4,E_4,F_4,A_5,B_5,C_5,D_5,E_5,F_5,A_6,B_6,C_6,D_6,E_6,F_6
A_1,A_3,medium,A_5,0,0,0,0,0,0,0.220885281937264,0,0,0,0,0,0.0965890362728086,0,0,0,0,0,0.682525681789928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_1,A_3,medium,A_6,0,0,0,0,0,0,0.538491431794934,0,0,0,0,0,0.461508568205066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_1,A_3,short,A_1,0.00106543216579386,0,0,0,0,0,0.0273033334440766,0,0,0,0,0,0.971631234390129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_1,A_3,short,A_2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_1,A_3,short,A_3,0,0,0,0,0,0,0,0,0,0,0,0,0.177570171091338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_1,A_3,xlong,A_1,0.137751112011922,0,0,0,0,0,0.324650011667193,0,0,0,0,0,0.420788056736171,0,0,0,0,0,0.0559068601389094,0,0,0,0,0,0.0412383192156399,0,0,0,0,0,0.0196656402301643,0,0,0,0,0
A_1,A_3,xlong,A_2,0.117733888929157,0,0,0,0,0,0.175432020790894,0,0,0,0,0,0.518051181023711,0,0,0,0,0,0.108147853347171,0,0,0,0,0,0.064123658424251,0,0,0,0,0,0.0165113974848159,0,0,0,0,0
A_1,A_3,xlong,A_3,0.103790682020808,0,0,0,0,0,0.194015643342835,0,0,0,0,0,0.456114092979742,0.00155516912620471,0,0,0,0,0.183526774008663,0,0,0,0,0,0.0507890142044927,0.00141926538181963,0.000172595902068694,0,0,0,0.00565311817888282,5.43958543966855e-05,0.0022718494036966,0,0,0
A_1,A_3,xlong,A_4,0.0261733602877757,0,0,0,0,0,0.226244940767941,0,0,0,0,0,0.526022470113716,0.0140086503696088,0,0,0,0,0.0564885604765776,0,0,0,0,0,0.137899720625334,0,0,0,0,0,0.0131622973590466,0,0,0,0,0
A_1,A_3,xlong,A_5,0.0117045198112992,0,0,0,0,0,0.190778252730255,0,0,0,0,0,0.678611147895927,0,0,0,0,0,0.100729925359319,0,0,0,0,0,0.0178369489059706,0,0,0,0,0,0.000339205297230015,0,0,0,0,0
